Артикул;Основная категория товара;Подраздел категории товара;Наименование;Описание;Производитель;Артикул производителя;Цена (Розница);Цена (Опт);Можно купить;На складе;Время отгрузки;Размер;Цвет;aID;Материал;Батарейки;Упаковка;Вес (брутто);Фотография маленькая до 150*150;Фотография 1;Фотография 2;Фотография 3;Фотография 4;Фотография 5;Штрихкод
998;Секс-товары для мужчин;Вакуумные помпы;Вакуумная помпа с двумя сменными насадками NEW STAY HARD PUMP CLEAR RED;Внутри этой колбы вершится настоящая магия. Поместив в неё пенис и начав нажимать рычаг, вы практически сразу же ощутите, как предмет вашей гордости начнёт увеличиваться в длину и ширину. Совсем немного усилий, и ваш член максимально напряжен и готов к сексуальному марафону! К помпе прилагаются две уплотняющие насадки, которые помогут достигнуть БОЛЬШОГО эффекта за малое время. Удобная ручка, она же рычаг, максимально упростит использование.  ;Seven Creations;2K499CRD BX GP;2546.00;1414.61;1;29;2;;красный;1002;акрил;;картонная коробка;430;http://feed.p5s.ru/images/small/0/small_998.jpg;http://feed.p5s.ru/images/big/0/998.jpg;http://feed.p5s.ru/images/big/0/998-1.jpg;;;;4,89E+12
999;Секс-товары для мужчин;Вакуумные помпы;Вакуумная помпа с тремя уплотнителями;Эта помпа, как по волшебству, делает ваш член напряженным. А всё благодаря тугим тискам у основания, которые обеспечивают любой из трех съемных уплотнителей. А также вакууму внутри колбы, созданному за считаные секунды путём откачки воздуха рычагом.  Наденьте уплотнитель. Прорвавшись сквозь него, войдите членом в колбу. Сделайте несколько качков рычагом. Наслаждайтесь переходом члена из состояния «так себе» в «ого-го!».   ;Seven Creations;2K472 BX GP;3459.00;1921.94;1;17;2;;прозрачный;1003;пластик, латекс;;картонная коробка;365;http://feed.p5s.ru/images/small/0/small_999.jpg;http://feed.p5s.ru/images/big/0/999.jpg;http://feed.p5s.ru/images/big/0/999-1.jpg;;;;4,89E+12
1001;Секс-товары для женщин;Клиторальные стимуляторы;Фиолетовая бабочка для клитора;Чтобы получить максимум удовольствия, просто закрепите это очаровательное насекомое на клиторе с помощью эластичных ремешков. Мощная вибрация за считанные минуты распалит в вас желание, а также заставит клитор увеличиться в размерах от возбуждения.  Уровень вибрации легко изменить с помощью выносного пульта управления – отвлекаться на смену настроек не придётся! Размеры бабочки - 5 х 2 см.;Seven Creations;2K132LV ACHBX GP;1738.00;914.76;1;40;1;;фиолетовый;1005;поливинилхлорид (ПВХ, PVC);2 шт., тип AA;картонная коробка;135;http://feed.p5s.ru/images/small/0/small_1001.jpg;http://feed.p5s.ru/images/big/0/1001.jpg;http://feed.p5s.ru/images/big/0/1001-1.jpg;http://feed.p5s.ru/images/big/0/1001-2.jpg;;;4,89E+12
1036;Анальные игрушки;Анальные вибраторы;Розовая анальная виброёлочка с выносным пультом - 22,9 см.;Анальный многоскоростной массажер с 5 режимами вибрации. Имеет выпуклости в виде утолщений различного диаметра по всей поверхности для лучшего массажа и стимуляции стенок ануса! Оснащен выносным пультом управления. Минимальный диаметр - 1,5 см.;Seven Creations;2K393CPR BCD GP;2539.00;1410.54;0;0;3;;розовый;1040;поливинилхлорид (ПВХ, PVC);2 шт., тип AA;блистер;180;http://feed.p5s.ru/images/small/0/small_1036.jpg;http://feed.p5s.ru/images/big/0/1036.jpg;http://feed.p5s.ru/images/big/0/1036-1.jpg;;;;4,89E+12
1044;Страпоны, фаллопротезы;Трусики и насадки;Рельефная анальная насадка Vac-U-Lock 5.5  Raging Hard-On Cock - 13,5 см.;Эта упругая насадка с волнами на тельце подарит вам чувственную стимуляцию ануса. Вас поразит то, как легко она погружается в попку, а также то, как чувственно скользит внутри!  При желании, вы сможете порадовать сильными ощущениями и своего партнёра/партнёршу. Для этого необходимо закрепить стимулятор на штырьке ваших трусиков Harness (совместим с любыми моделями Vac-u-lock).  Рабочая длина - 11,7 см.;Doc Johnson;1015-23-BX;2726.00;1514.58;1;25;2;;телесный;1048;поливинилхлорид (ПВХ, PVC);;картонная коробка;300;http://feed.p5s.ru/images/small/0/small_1044.jpg;http://feed.p5s.ru/images/big/0/1044.jpg;http://feed.p5s.ru/images/big/0/1044-1.jpg;;;;7,82E+11
1048;Страпоны, фаллопротезы;Трусики и насадки;Рельефная насадка для трусиков Vac-U-Lock 6  Raging hard-On Dong - 14,7 см.;Этот фаллос всегда готов продемонстрировать вам свои совершенные формы, порадовать вас своим волнующим рельефом.  Погружая его в лоно, вы в полной мере насладитесь идеальным скольжением и чувственной стимуляцией стеночек.  Как часть системы Harness, он совместим с любыми трусиками Vac-u-lock. Закрепите его на штырьке белья для того, чтобы получить страпон – удобный в использовании и возбуждающий одним только видом.  ;Doc Johnson;1015-25-BX;2275.00;1263.80;1;34;2;;телесный;1052;поливинилхлорид (ПВХ, PVC);;картонная коробка;180;http://feed.p5s.ru/images/small/0/small_1048.jpg;http://feed.p5s.ru/images/big/0/1048.jpg;http://feed.p5s.ru/images/big/0/1048-1.jpg;http://feed.p5s.ru/images/big/0/1048-2.jpg;http://feed.p5s.ru/images/big/0/1048-3.jpg;;7,82E+11
1050;Страпоны, фаллопротезы;Женские страпоны;Женский страпон с реалистичной насадкой - 17,5 см.;Наденьте эти эластичные трусики, и между ваших ног появится крепкий упругий пенис с реалистичным рельефом и приятной на ощупь поверхностью.  Дотронувшись до него, вы еле сдержите удивлённое «он как настоящий!». Именно так, ведь секс-игрушка сделана из материала киберскин – такого же нежного, как кожа.  Этот страпон – отличный инструмент для лесбийской любви, а также для анальных ласк ставшего пассивным сексуального партнера. Рабочая длина - 16 см.;Seven Creations;99088 ACHBX GP;4579.00;2616.60;1;8;2;;телесный;1054;поливинилхлорид (ПВХ, PVC);;картонная коробка;345;http://feed.p5s.ru/images/small/0/small_1050.jpg;http://feed.p5s.ru/images/big/0/1050.jpg;http://feed.p5s.ru/images/big/0/1050-1.jpg;http://feed.p5s.ru/images/big/0/1050-2.jpg;;;4,89E+12
1066;Страпоны, фаллопротезы;Женские страпоны;Женский страпон с вибрацией Penetrix Strap-on - 15 см.;Насладитесь ощущением полного контроля с вибрирующий страпоном Penetrix. Это одна из самых удобных моделей страпонов, предназначенная как для лесбийского секса, так и для женского доминирования.   Идеально заостренная головка искусственного члена превосходно подходит как для вагинального проникновения, так и для анального. Мультискоростная вибрация, управляемая с пульта, достигнет самых глубин вашего партнера!   Изготовленный из латекса, тонкий на конце, классический страпон Penetrix идеально подходит для новичков. Регулируемые виниловые ремешки подходят для большинства размеров. Батарейки не входят в комплект. В комплекте: страпон, тканевая маска на глаза. ;Pipedream;PD3358-21;5878.00;3358.80;1;14;2;;телесный;1073;латекс;2 шт., тип AA;картонная коробка;480;http://feed.p5s.ru/images/small/0/small_1066.jpg;http://feed.p5s.ru/images/big/0/1066.jpg;http://feed.p5s.ru/images/big/0/1066-1.jpg;http://feed.p5s.ru/images/big/0/1066-2.jpg;http://feed.p5s.ru/images/big/0/1066-3.jpg;http://feed.p5s.ru/images/big/0/1066-4.jpg;6,04E+11
1097;Секс-товары для женщин;Клиторальные стимуляторы;Клиторальный стимулятор-скорпион с эрекционным кольцом и вибропулей;Клиторальный вибростимулятор-скорпион с изгибающимся анальным фаллоимитатором. Этой модели нет аналогов - усики стимулируют клитор, холмик - вход во влагалище, а тонкий вибрирующий фаллоимитатор - лучшее, что можно себе представить для анального удовольствия! Пульт управления вибрацией выносной. Также в комплект входит эрекционное кольцо со стимулятором клитора, куда вставляется маленький микро-вибратор, и батарейки к нему. ;Topco Sales;8810A-6 CD TS;3581.00;1989.47;1;169;2;;фиолетовый;1105;поливинилхлорид (ПВХ, PVC);2 шт., тип AA;блистер;410;http://feed.p5s.ru/images/small/0/small_1097.jpg;http://feed.p5s.ru/images/big/0/1097.jpg;http://feed.p5s.ru/images/big/0/1097-1.jpg;;;;8,00E+11
1233;BDSM, садо-мазо товары;Интимные украшения;Зажим на половые губы и 2 лассо на соски с красными шариками;Чтобы выглядеть невероятно сексуальной, вам нужно не эротическое бельё, а кое-что погорячее. Например, этот оригинальный набор украшений с красными бусинами.  Два лассо на соски, маленький зажим на клитор, и мужчина обязательно восхитится красотой и нежностью ваших чувствительных местечек!  ;California Exotic Novelties;SE-2611-11-2;1885.00;1047.44;0;0;3;;красный;1274;металл;;блистер;60;http://feed.p5s.ru/images/small/0/small_1233.jpg;http://feed.p5s.ru/images/big/0/1233.jpg;http://feed.p5s.ru/images/big/0/1233-1.jpg;;;;7,17E+11
1236;Фаллоимитаторы;Реалистичные;Темнокожий фаллоимитатор The Realistic Cock ULTRASKYN - 20,57 см.;Упругий, бархатистый, податливый и чёрный… Ммм, этот фаллоимитатор разбудит сексуальные фантазии одним только видом.  Зафиксировав его присоской на твёрдой поверхности и позволив погрузиться в лоно на всю глубину, вы поймёте – ничего нет слаще этих ощущений!  Рабочая длина - 18,54 см.;Doc Johnson;0276-04-BX;9664.00;6234.61;1;10;2;;коричневый;1277;ULTRASKYN;;пластиковая коробка;530;http://feed.p5s.ru/images/small/0/small_1236.jpg;http://feed.p5s.ru/images/big/0/1236.jpg;http://feed.p5s.ru/images/big/0/1236-1.jpg;http://feed.p5s.ru/images/big/0/1236-2.jpg;http://feed.p5s.ru/images/big/0/1236-3.jpg;;7,82E+11
1438;Смазки, лубриканты;Анальные смазки;Анальная крем-смазка Creamanal АСС - 50 гр.;Силиконовая анальная крем-смазка. Дезодорирует, дезинфицирует, расслабляет мышцы ануса. За счет продолжительного скольжения повышает комфортность и степень защищенности слизистых от микротравм. Не препятствует кожному дыханию, содержит натуральные вещества. ;Биоритм;LB-50002;863.00;431.46;1;14;1;;;1374;;;туба;60;http://feed.p5s.ru/images/small/0/small_1438.jpg;http://feed.p5s.ru/images/big/0/1438.jpg;http://feed.p5s.ru/images/big/0/1438-1.jpg;;;;4,61E+12
1439;Смазки, лубриканты;Пролонгаторы;Пролонгирующий масляный интим-спрей  Гармония  - 9 мл.;Спрей-пролонгатор для продления полового акта. Действует мгновенно и эффективно. Применяется только мужчиной, не снижая остроты ощущений, уменьшает чувствительность головки, тем самым, способствуя продлению полового акта до момента достижения оргазма партнершей. Совместим с презервативами, лубрикантами, противозачаточными средствами. ;Биоритм;LB-11002;937.00;468.47;1;60;1;;;1375;;;картонная коробка;45;http://feed.p5s.ru/images/small/0/small_1439.jpg;http://feed.p5s.ru/images/big/0/1439.jpg;http://feed.p5s.ru/images/big/0/1439-1.jpg;http://feed.p5s.ru/images/big/0/1439-2.jpg;http://feed.p5s.ru/images/big/0/1439-3.jpg;http://feed.p5s.ru/images/big/0/1439-4.jpg;4,61E+12
1483;Смазки, лубриканты;На водной основе;Увлажняющий гель-смазка с провитамином В5  Услада  - 60 гр.;Безжировая смазка на водной основе без запаха, вкуса и цвета. На основе водорастворимой целлюлозы. Великолепно имитирует естественную смазку, обладает повышенным увлажняющим действием и усиленным ранозаживляющим эффектом.  Каковы основные достоинства смазки Услада? - хорошо смазывает и заживляет слизистые, - допускает длительное применение, - нормализует влагалищную микрофлору, - не пачкает белье и легко смывается водой, совместима с изделиями из латекса и любыми противозачаточными средствами, - подходит для любого возраста, - повышает надежность презерватива за счет уменьшение его натяжения. ;Биоритм;LB-10004;664.00;332.06;1;56;1;;;1421;;;картонная коробка;80;http://feed.p5s.ru/images/small/0/small_1483.jpg;http://feed.p5s.ru/images/big/0/1483.jpg;http://feed.p5s.ru/images/big/0/1483-1.jpg;http://feed.p5s.ru/images/big/0/1483-2.jpg;http://feed.p5s.ru/images/big/0/1483-3.jpg;;4,61E+12
1486;Смазки, лубриканты;Пролонгаторы;Крем-пролонгатор  Гармония Люкс  - 15 гр.;Крем-пролонгатор задерживающий эякуляцию. Легко впитывающийся крем приятной консистенции и аромата. Обладает питательным и регенерирующим действием, что особенно важно при интенсивной половой жизни. Применение крема совместимо с изделиями из резины и латекса (презерватив, искусственная вагина), а также смазками. Позволяет продлевать половую близость до 30 мин. Не снижает остроту ощущений. ;Биоритм;LB-11001;614.00;272.84;1;12;1;;;1424;;;картонная коробка;30;http://feed.p5s.ru/images/small/0/small_1486.jpg;http://feed.p5s.ru/images/big/0/1486.jpg;http://feed.p5s.ru/images/big/0/1486-1.jpg;http://feed.p5s.ru/images/big/0/1486-2.jpg;http://feed.p5s.ru/images/big/0/1486-3.jpg;;4,61E+12
1487;Смазки, лубриканты;Возбуждающие;Возбуждающий крем для мужчин  Сила Геракла  - 15 гр.;Каждому мужчине хочется, чтобы его пенис становился напряженным сразу же, как только появится желание близости. «Сила Геракла» - это возбуждающий крем, который действует очень быстро: буквально на глазах член приходит в состояние полной боевой готовности. Качественная эрекция мало того, что появится на раз-два, так еще и сохранится надолго!  В состав увлажняющего крема с легкой консистенцией входят производные витамина Р и природные масла. «Сила Геракла» одинаково хорошо увлажняет, смягчает кожу и питает.  ;Биоритм;LB-80001;454.00;201.98;1;74;1;;;1425;;;картонная коробка;20;http://feed.p5s.ru/images/small/0/small_1487.jpg;http://feed.p5s.ru/images/big/0/1487.jpg;http://feed.p5s.ru/images/big/0/1487-1.jpg;http://feed.p5s.ru/images/big/0/1487-2.jpg;http://feed.p5s.ru/images/big/0/1487-3.jpg;http://feed.p5s.ru/images/big/0/1487-4.jpg;4,61E+12
1488;Смазки, лубриканты;Пролонгаторы;Крем-пролонгатор Long Play - 15 гр.;Мужской крем длительного действия для продления полового акта. Легкий, моментально впитывающийся крем, начинающий свое тормозящее действие уже спустя 7-10 минут с момента нанесения. Этот крем применяют мужчины, которые хотят быть сильными в любви и продлить время полового акта. Крем длительного действия дает мужчине возможность затянуть свое семяизвержение до появления женского любовного упоения. Применение крема совместимо с изделиями из резины и латекса (презерватив, искусственная вагина), а также смазками. ;Биоритм;LB-11003;659.00;292.93;1;80;1;;;1426;;;картонная коробка;25;http://feed.p5s.ru/images/small/0/small_1488.jpg;http://feed.p5s.ru/images/big/0/1488.jpg;http://feed.p5s.ru/images/big/0/1488-1.jpg;http://feed.p5s.ru/images/big/0/1488-2.jpg;http://feed.p5s.ru/images/big/0/1488-3.jpg;;4,61E+12
1539;Смазки, лубриканты;Возбуждающие;Крем для увеличения полового члена «Персидский шах» - 50 гр.;Крем «Персидский шах» разработан для мужчин, недовольных размером своего полового члена. В состав средства входят натуральные биологически активные вещества, увеличивающие приток крови к пенису и усиливающие эрекцию. Совместное использование «Персидского шаха» со специальными упражнениями или медицинскими изделиями (вакуумная помпа, экстендер) способствует увеличению размеров мужского полового органа. Массажные свойства крема делают данную процедуру лёгкой и приятной. В среднем весь процесс занимает не более 15-20 минут в день.  Применение крема даёт возможность получить: - пенис желаемых размеров  - сильную, контролируемую эрекцию  - продолжительный секс  - мощный оргазм  - новые возможности доведения женщины до яркого и запоминающегося экстаза.  Помните, что для увеличения полового члена совсем необязательно делать сложную хирургическую операцию. С кремом «Персидский шах» вполне реально добиться желаемых результатов в домашних условиях. ;Биоритм;LB-90003;1033.00;543.56;1;16;1;;;1482;;;картонная коробка;75;http://feed.p5s.ru/images/small/0/small_1539.jpg;http://feed.p5s.ru/images/big/0/1539.jpg;http://feed.p5s.ru/images/big/0/1539-1.jpg;http://feed.p5s.ru/images/big/0/1539-2.jpg;http://feed.p5s.ru/images/big/0/1539-3.jpg;http://feed.p5s.ru/images/big/0/1539-4.jpg;4,61E+12
1547;Приятные мелочи;Презервативы;Презервативы с продлевающим эффектом Contex Long Love - 12 шт.;Наверное, многие хоть раз в своей жизни сожалели о том, что блаженство от общения с любимым человеком прервалось слишком рано. А так хотелось, чтобы это длилось вечность или, хотя бы, до утра. CONTEX Long Love, который обработан специальной смазкой – анестетиком BENZOCAINE, снизит чувствительность рецепторов пениса, что позволит продлить удовольствие, не снижая желания.  Ширина - 52 мм. Толщина стенки - 0,06 мм. В упаковке - 12 шт.;Contex;Contex Long Love №12;1877.00;1042.80;0;0;3;;;1490;латекс;;картонная коробка;42;http://feed.p5s.ru/images/small/0/small_1547.jpg;http://feed.p5s.ru/images/big/0/1547.jpg;;;;;5,06E+12
1564;Фаллоимитаторы;Реалистичные;Реалистичный фаллоимитатор с присасывающимся основанием So Real - 20,3 см.;Если под рукой есть этот фаллос, сексуальная разрядка вам гарантированна.  Эта секс-игрушка, такая реалистичная, способна завести одним своим видом.  Только взгляните на рисунок вздувшихся вен, крупное тельце с большой мошонкой, гладкую головку, чтобы внизу живота запорхали бабочки. Основание полое, поэтому может присасываться к любой ровной жесткой поверхности.   ;Seven Creations;05-126 BCD GP;1929.00;1071.77;1;30;2;;телесный;1507;поливинилхлорид (ПВХ, PVC);;блистер;566;http://feed.p5s.ru/images/small/0/small_1564.jpg;http://feed.p5s.ru/images/big/0/1564.jpg;http://feed.p5s.ru/images/big/0/1564-1.jpg;;;;4,89E+12
1571;Фаллоимитаторы;Реалистичные;Реалистичный фаллоимитатор с присасывающейся основой SO REAL DONG 6 - 15,2 см.;Фаллоимитатор из мягкого латекса с детальной прорисовкой реалистичного рельефа. Основание с чашеобразной выемкой позволяет закрепить фаллос на гладкой поверхности. Гарантированное наслаждение с первого же проникновения в лоно! ;Seven Creations;05-127 BCD GP;1341.00;705.94;1;48;2;;телесный;1514;поливинилхлорид (ПВХ, PVC);;блистер;270;http://feed.p5s.ru/images/small/0/small_1571.jpg;http://feed.p5s.ru/images/big/0/1571.jpg;http://feed.p5s.ru/images/big/0/1571-1.jpg;;;;4,89E+12
1572;Анальные игрушки;Анальные пробки;Анальная пробка телесного цвета Butt Plugs Smooth Classic Large - 14 см.;Телесный стимулятор нешуточных размеров удивит, в лучшем смысле этого слова, даже искушённых любовников.  Максимально распирая анус при введении, конусообразная пробка подарит острые, но дико приятные ощущения.  Смелее, ваш размерчик?  Рабочая длина - 12,7 см.;Doc Johnson;0244-03-CD;2251.00;1250.49;0;0;3;;телесный;1515;поливинилхлорид (ПВХ, PVC);;блистер;290;http://feed.p5s.ru/images/small/0/small_1572.jpg;http://feed.p5s.ru/images/big/0/1572.jpg;http://feed.p5s.ru/images/big/0/1572-1.jpg;http://feed.p5s.ru/images/big/0/1572-2.jpg;;;7,82E+11
1573;Анальные игрушки;Анальные пробки;Анальная пробка Butt Plugs Smooth Classic Large - 14 см.;Анальная пробка из гладкого телесного ПВХ черного цвета.  Большой диаметр пробки подходит опытным любителям анального секса. Рабочая длина - 12,7 см.;Doc Johnson;0244-06-CD;2476.00;1375.54;1;3;2;;черный;1516;поливинилхлорид (ПВХ, PVC);;блистер;300;http://feed.p5s.ru/images/small/0/small_1573.jpg;http://feed.p5s.ru/images/big/0/1573.jpg;http://feed.p5s.ru/images/big/0/1573-1.jpg;http://feed.p5s.ru/images/big/0/1573-2.jpg;;;7,82E+11
1603;Анальные игрушки;Анальные фаллоимитаторы;Анальный фаллос Raging Hard-Ons Slimline with Suction Cup 8  Dong - 20 см.;Познать всю полноту ощущений от анального проникновения поможет этот анальный фаллоимитатор нешуточных размеров. Эта секс-игрушка, испещренная напряженными венами, проникнет в ваш анус так глубоко, как вам этого захочется.  На основании имеется присоска, благодаря чему секс-игрушку можно зафиксировать на жесткой поверхности, а значит, освободить свои руки в процессе анальных забав.  Рабочая длина - 17,27 см.;Doc Johnson;0279-33-CD;2427.00;1348.22;1;65;2;;телесный;1546;поливинилхлорид (ПВХ, PVC);;блистер;255;http://feed.p5s.ru/images/small/0/small_1603.jpg;http://feed.p5s.ru/images/big/0/1603.jpg;http://feed.p5s.ru/images/big/0/1603-1.jpg;;;;7,82E+11
1608;Секс-товары для мужчин;Эрекционные кольца;Эрекционное кольцо с вибрацией COCK BALL RING BUTTERFLY JELLY VIBE;Эрекционное кольцо с вибрацией COCK&BALL RING BUTTERFLY JELLY VIBE. Эрекционное виброкольцо с петлей для мошонки и клиторальным стимулятором в виде бабочки.   Имеет виброэлемент в виде пули.  Внутренний диаметр - 1,8 см. Батарейки в комплекте.;Seven Creations;06-019CPU BCD GP;1521.00;800.42;1;246;2;;фиолетовый;1551;поливинилхлорид (ПВХ, PVC);;блистер;105;http://feed.p5s.ru/images/small/0/small_1608.jpg;http://feed.p5s.ru/images/big/0/1608.jpg;http://feed.p5s.ru/images/big/0/1608-1.jpg;;;;4,89E+12
1615;Вибраторы;Стимуляторы G-точки;Чёрный многоскоростной дизайнерский вибромассажёр Saber - 17,5 см.;Вибромассажер-фаллоимитатор SABER. Многоскоростной миниэлектромотор с различными уровнями вибрации, встроенный в оригинальную ручку-держатель. Имеет плавные формы, обеспечивающие восхитительный массаж точки G. Идеально гладкая поверхность гарантирует приятное проникновение. Имеет необычный суперсовременный дизайн. ;Seven Creations;06-136HBLK-BX;3322.00;1845.46;1;18;2;;черный;1558;анодированный пластик (ABS);2 шт., тип AAA;картонная коробка;480;http://feed.p5s.ru/images/small/0/small_1615.jpg;http://feed.p5s.ru/images/big/0/1615.jpg;http://feed.p5s.ru/images/big/0/1615-1.jpg;;;;4,89E+12
1626;Вибраторы;Реалистики;Фиолетовый водонепроницаемый вибромассажер на присоске - 17,5 см.;Односкоростной водонепроницаемый гелевый вибромассажер с мощной присоской.  ;Seven Creations;06-159CLV BCD GP;1897.00;998.61;1;5;2;;фиолетовый;1569;поливинилхлорид (ПВХ, PVC);2 шт., тип AA;блистер;310;http://feed.p5s.ru/images/small/0/small_1626.jpg;http://feed.p5s.ru/images/big/0/1626.jpg;http://feed.p5s.ru/images/big/0/1626-1.jpg;;;;4,89E+12
1632;Анальные игрушки;Анальные стимуляторы без вибрации;Розовая анальная пробка Crystal Jellies 5  Anal Delight - 14 см.;Нежно-розовая гелевая пробочка подарит вам ярчайшие ощущения при анальной стимуляции. Только позвольте ей это… Первый шарик, за ним второй, третий… Ваша попка будет открываться им навстречу и снова смыкаться, не желая выпускать источник удовольствия.  Рабочая длина - 11,7 см.;Doc Johnson;0283-01-CD;2007.00;1114.83;1;19;2;;розовый;1575;поливинилхлорид (ПВХ, PVC);;блистер;180;http://feed.p5s.ru/images/small/0/small_1632.jpg;http://feed.p5s.ru/images/big/0/1632.jpg;http://feed.p5s.ru/images/big/0/1632-1.jpg;;;;7,82E+11
1636;Страпоны, фаллопротезы;Женские страпоны;Фаллопротез женский с мошонкой SO-REAL STRAP-ON - 17,8 см.;Латексный фаллоимитатор класса   реалистик  . Крепится к специальным плавкам. Этот страпон используется, как правило, в лесбийских играх или при женском доминировании. Отличный страпон с реалистичным рельефом и очень четкой сексуально притягательной головкой, который оценят по достоинству и мужчины, и дамы. ;Seven Creations;06-175 BX GP;4536.00;2591.74;1;15;1;;телесный;1579;поливинилхлорид (ПВХ, PVC);;картонная коробка;724;http://feed.p5s.ru/images/small/0/small_1636.jpg;http://feed.p5s.ru/images/big/0/1636.jpg;http://feed.p5s.ru/images/big/0/1636-1.jpg;;;;4,89E+12
1644;Анальные игрушки;Анальные шарики, цепочки;Анальная цепочка PURE ANAL BEADS - 15,2 см.;Цепочка из пяти разных по диаметру шариков предназначена для анальной стимуляции. Она поможет вашей паре разнообразить сексуальную жизнь.  Узнайте, каким сладким может быть удовольствие от анальных ласк. Удобная ручка-держатель облегчит управление стимулятором.  ;Seven Creations;06-218-E6 BCD GP;1109.00;583.91;0;0;3;;фиолетовый;1587;термопластичная резина (TPR);;блистер;96;http://feed.p5s.ru/images/small/0/small_1644.jpg;http://feed.p5s.ru/images/big/0/1644.jpg;http://feed.p5s.ru/images/big/0/1644-1.jpg;;;;4,89E+12
1662;Секс-товары для мужчин;Мастурбаторы;Мастурбатор-вагина McKenzie Lee ULTRASKYN Pocket Pussy;Стоит взять эту игрушку в руки, чтобы ваша плоть стала взмывать вверх. Реалистичный материал UltraSkin, мягкие половые губы и маленький тугой вход в узенький тоннель…ммм.  Да, с этой «девочкой» никак не сдержать растущего возбуждения. Не беспокойтесь, благодаря рельефу на поверхности мастурбатор не выскользнет из рук на пике страсти.  ;Doc Johnson;5800-06-BX;3084.00;1713.21;0;0;3;;телесный;1605;Ultraskin;;картонная коробка;300;http://feed.p5s.ru/images/small/0/small_1662.jpg;http://feed.p5s.ru/images/big/0/1662.jpg;http://feed.p5s.ru/images/big/0/1662-1.jpg;;;;7,82E+11
1664;Секс-товары для мужчин;Мастурбаторы;Мастурбатор-вагина Palm Pal Natural ULTRASKYN Masturbator Pussy;С этой тугой вагиной из реалистичного материала UltraSkin вам откроются новые грани удовольствия при мастурбации.  Рифлёные стеночки  тугого тоннеля сомкнутся вокруг вашего члена, приближая вас к разрядке с каждой секундой!  Мастурбатор PALM PAL – удобно держать, невозможно не кончать!   ;Doc Johnson;0683-04-BX;2306.00;1281.19;1;64;2;;телесный;1607;Ultraskin;;картонная коробка;198;http://feed.p5s.ru/images/small/0/small_1664.jpg;http://feed.p5s.ru/images/big/0/1664.jpg;http://feed.p5s.ru/images/big/0/1664-1.jpg;http://feed.p5s.ru/images/big/0/1664-2.jpg;;;7,82E+11
1690;Анальные игрушки;Анальные стимуляторы без вибрации;Голубая анальная ёлочка с ручкой Anal Angler - 23 см.;Тонкий, нежный и эластичный силиконовый анальный стимулятор. Особая закрученная форма с небольшим шариком на конце и удобной рукояткой-основанием делают этот стимулятор незаменимым для анальных ласк.  Этот силиконовый массажёр способен доставит удовольствие 2-в-1. Одна часть в форме ёлочки из шариков различного диаметра и вторая – гладкая с шариком на конце – идеально подходят для ласк как вагины, так и ануса. Оригинальная форма и нежная на ощупь поверхность обеспечивают поистине легкое введение. Длина ручки - 8 см., диаметр - 2,5 см.  Длина ёлочки - 11 см., диаметр - 3 см.;Seven Creations;F0091B9SPGAC;965.00;508.08;0;0;3;;голубой;1633;гель;;блистер;;http://feed.p5s.ru/images/small/0/small_1690.jpg;http://feed.p5s.ru/images/big/0/1690.jpg;http://feed.p5s.ru/images/big/0/1690-1.jpg;;;;6,95E+12
1700;Фаллоимитаторы;Двусторонние;Двухсторониий фаллоимитатор Twinzer Double Dong - 33 см.;Один член – хорошо, а два – еще лучше! Этот фаллоимитатор состоит из двух сросшихся пенисов. Тельце каждого из них такое гладкое, упругое, с ярко выраженной головкой.  Выбирайте сами, какой из сторон воспользоваться сегодня и что именно (вагину или анус) им ласкать. Гибкость секс-игрушки делает её отличным инструментом для лесбийских игр. ;Seven Creations;2K574LPU BCD GP;1898.00;1054.30;0;0;3;;фиолетовый;1643;поливинилхлорид (ПВХ, PVC);;блистер;360;http://feed.p5s.ru/images/small/0/small_1700.jpg;http://feed.p5s.ru/images/big/0/1700.jpg;http://feed.p5s.ru/images/big/0/1700-1.jpg;;;;4,89E+12
1704;Секс-товары для мужчин;Вакуумные помпы;Помпа на головку фаллоса Penis Head Pump;Это нехитрое приспособленье подарит вам оральные ласки! Как такое возможно? Колбочка с уплотнительным кольцом на вход скроет внутри себя головку вашего члена.  Сжимая грушу, вы добьетесь эффекта посасывания. Теперь взрываться наслаждением вы сможете не только в ротике сексуальной партнерши.   Диаметр входного отверстия уплотнителя - 2,5 см.;Seven Creations;2K590BLK BX GP;1512.00;795.76;0;0;3;;прозрачный;1647;акрил;;картонная коробка;210;http://feed.p5s.ru/images/small/0/small_1704.jpg;http://feed.p5s.ru/images/big/0/1704.jpg;http://feed.p5s.ru/images/big/0/1704-1.jpg;;;;4,89E+12
1706;Анальные игрушки;Анальные стимуляторы без вибрации;Дымчатая фигурная анальная ёлочка ANAL STICK - 14 см.;Эта постепенно расширяющаяся книзу анальная ёлочка подарит вам райское блаженство. Всё потому, что она очень гладкая, упругая и отлично гнущаяся. Ни одно из движений не причинит вам боль во время проникновения в попку!   Чем глубже стимулятор будет погружаться в ваш анус, тем более сильные и невероятно приятные ощущения вы испытаете. Ручка-кольцо облегчит введение.  ;Seven Creations;18-03SMK BCD;1071.00;563.76;0;0;3;;дымчатый;1649;поливинилхлорид (ПВХ, PVC);;блистер;130;http://feed.p5s.ru/images/small/0/small_1706.jpg;http://feed.p5s.ru/images/big/0/1706.jpg;http://feed.p5s.ru/images/big/0/1706-1.jpg;;;;4,89E+12
